-500 760,85
-498 847,63
-496 466,35
-494 759,51
-492 545,3
-490 679,16
-488 616,74
-486 545,46
-484 397,57
-482 403,23
-480 419,78
-478 568,41
-476 302,16
-474 670,02
-472 693,32
-470 595,83
-468 476,38
-466 534,89
-464 652,81
-462 241,88
-460 727,11
-458 687,62
-456 627,31
-454 808,91
-452 655,2
-450 766,24
-448 587,19
-446 952,16
-444 589,55
-442 237,36
-440 765,98
-438 837,76
-436 235,49
-434 790,52
-432 112,75
-430 164,18
-428 903,06
-426 464,75
-424 391,08
-422 469,98
-420 988,78
-418 811,17
-416 624,42
-414 284,59
-412 873,27
-410 316,35
-408 461,23
-406 323,2
-404 445,9
-402 790,58
-400 948,7
-398 905,7
-396 128,73
-394 363,7
-392 564,63
-390 864,87
-388 396,01
-386 591,43
-384 605,39
-382 958,89
-380 153,87
-378 115,56
-376 868,51
-374 681,76
-372 914,57
-370 490,1
-368 387,38
-366 841,16
-364 708,18
-362 195,75
-360 632,56
-358 347,11
-356 334,05
-354 504,31
-352 547,68
-350 601,21
-348 550,3
-346 387,77
-344 618,58
-342 196,76
-340 591,91
-338 567,16
-336 568,87
-334 969,22
-332 773,6
-330 531,07
-328 722,85
-326 719,62
-324 229,46
-322 787,8
-320 361,6
-318 357,5
-316 126,19
-314 981,43
-312 252,92
-310 919,68
-308 807,47
-306 241,72
-304 660,02
-302 572,17
-300 137,58
-298 498,65
-296 836,23
-294 206,01
-292 666,59
-290 637,5
-288 556,81
-286 609,3
-284 996,39
-282 899,7
-280 188,56
-278 875,69
-276 331,01
-274 471,79
-272 201,77
-270 573,88
-268 201,84
-266 144,55
-264 659,68
-262 310,43
-260 731,21
-258 962,08
-256 902,01
-254 420,38
-252 926,13
-250 866,81
-248 729,87
-246 163,53
-244 234,18
-242 600,2
-240 725,44
-238 254,48
-236 731,14
-234 169,92
-232 594,86
-230 781,65
-228 628,82
-226 864,43
-224 434,15
-222 844,47
-220 623,99
-218 300,2
-216 147,25
-214 379,65
-212 554,06
-210 134,81
-208 926,61
-206 532,11
-204 375,64
-202 681,21
-200 474,18
-198 746,09
-196 700,83
-194 491,49
-192 573,54
-190 602,64
-188 814,85
-186 413,85
-184 724,31
-182 155,35
-180 924,91
-178 733,62
-176 796,98
-174 107,98
-172 838,64
-170 538,11
-168 972,7
-166 263,82
-164 806,3
-162 812,79
-160 114,12
-158 196,14
-156 362,04
-154 238,26
-152 640,78
-150 239,66
-148 557,13
-146 341,61
-144 990,09
-142 738,71
-140 835,91
-138 382,22
-136 571,99
-134 922,81
-132 751,35
-130 218,34
-128 778,3
-126 720,34
-124 235,2
-122 627,27
-120 210,45
-118 852,37
-116 406,6
-114 738,32
-112 964,94
-110 602,98
-108 261,63
-106 597,9
-104 133,54
-102 157,36
-100 789,96
-98 718,67
-96 837,69
-94 313,74
-92 994,13
-90 577,21
-88 177,43
-86 614,87
-84 301,75
-82 315,15
-80 763,79
-78 173,86
-76 312,61
-74 330,17
-72 293,33
-70 989,28
-68 474,21
-66 179,1
-64 708,12
-62 618,86
-60 745,6
-58 216,25
-56 912,91
-54 860,55
-52 179,67
-50 299,9
-48 256,51
-46 234,13
-44 754,64
-42 224,22
-40 655,12
-38 136,54
-36 603,58
-34 342,19
-32 253,66
-30 796,15
-28 460,39
-26 713,57
-24 536,02
-22 628,03
-20 658,66
-18 600,04
-16 545,69
-14 383,3
-12 758,31
-10 383,4
-8 421,82
-6 532,67
-4 722,21
-2 660,87
0 176,5
2 288,37
4 563,64
6 997,4
8 107,7
10 171,24
12 729,95
14 112,53
16 631,76
18 642,94
20 121,23
22 500,02
24 158,5
26 399,63
28 276,69
30 307,86
32 842,16
34 789,06
36 960,28
38 705,33
40 317,94
42 163,26
44 500,84
46 784,07
48 475,32
50 270,06
52 117,99
54 768,59
56 640,16
58 641,53
60 477,07
62 661,06
64 607,53
66 605,95
68 646,29
70 550,87
72 711,17
74 425,92
76 466,76
78 738,48
80 115,89
82 917,77
84 221,28
86 692,7
88 478,16
90 259,09
92 644,82
94 434,65
96 371,66
98 481,47
100 188,21
102 467,43
104 347,7
106 778,78
108 679,82
110 232,79
112 139,5
114 229,86
116 470,73
118 135,72
120 411,78
122 995,44
124 476,71
126 561,34
128 587,98
130 999,11
132 943,91
134 502,66
136 368,62
138 660,09
140 471,35
142 271,52
144 920,13
146 519,03
148 862,13
150 590,51
152 398,52
154 844,35
156 383,8
158 324,81
160 956,67
162 379,37
164 587,53
166 964,02
168 648,71
170 198,94
172 171,55
174 792,68
176 357,13
178 472,42
180 804,04
182 325,64
184 975,74
186 272,58
188 977,56
190 462,33
192 569,94
194 306,76
196 567,46
198 877,52
200 152,55
202 432,04
204 160,31
206 859,26
208 136,1
210 857,42
212 559,85
214 527,06
216 384,3
218 966,53
220 195,68
222 746,31
224 840,86
226 436,03
228 599,63
230 249,85
232 112,83
234 652,03
236 649,67
238 457,4
240 245,46
242 914,01
244 503,64
246 725,06
248 220,12
250 905,33
252 368,24
254 790,62
256 761,96
258 841,88
260 846,16
262 728,98
264 897,38
266 164,08
268 133,71
270 249,21
272 966,05
274 314,37
276 588,1
278 809,54
280 735,71
282 669,14
284 582,44
286 168,35
288 448,42
290 468,53
292 307,19
